StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,prolific_id,gender,age,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q31,look_after_health_1,checkup,smoker,environment_1,Q85_1,Q60_1,children,age_first_child_1,breastfeed_yesno,breastfeed_length_1,ideal_age_1,parents_dead,parent1_age_1,parent1_age_2,parent1_control_1,parent1_close_1,parent2_age_1,parent2_age_2,parent2_control_1,parent2_close_1,gp_dead,gp1_age_1,gp1_age_2,gp1_control_1,gp1_close_1,gp2_age_1,gp2_age_2,gp2_control_1,gp2_close_1,gp3_age_1,gp3_age_2,gp3_control_1,gp3_close_1,gp4_age_1,gp4_age_2,gp4_control_1,gp4_close_1,stress,subjective_SES_1,subjective_SES_2,subjective_SES_3,subjective_SES_4,subjective_SES_5,subjective_SES_6,subjective_SES_7,subjective_SES_8,subjective_SES_9,subjective_SES_10,income_1,household_1,attention_fruit,attention_smoker,attention_4_1,PROLIFIC_PID,prolific_id - Parent Topics,prolific_id - Topics
2020-12-30 20:04:37,2020-12-30 20:13:27,IP Address,82.6.214.128,100,529,True,2020-12-30 20:13:27,R_336UPiEbpRDY80x,,,,,51.369293212890625,0.0220947265625,anonymous,EN-GB,"Yes, I consent to participate.",5b494218ff7497000125219a,Male,35,Today,,,,,,,,,,,,,,,,In 12 months,,,,,,,,In 12 months,In 12 months,Today,,,,,61,Within the last 3 years,Yes,72,71,71,Yes,21,,,,No: one is dead,Mother,53,84,76,,,,,"No, all four are dead.",Grandfather 1,68,80,0,Grandfather 2,78,31,63,Grandmother 1,72,62,0,Grandmother 2,78,37,82,Very frequently,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,"£50,000 - £59,999",5,Strongly agree,Yes,4,5b494218ff7497000125219a,,
2020-12-30 20:07:06,2020-12-30 20:13:31,IP Address,78.147.18.230,100,385,True,2020-12-30 20:13:32,R_AL1Ck7gAbKhDJ3H,,,,,50.9141998291015625,-1.38800048828125,anonymous,EN-GB,"Yes, I consent to participate.",5f2bd3110f4c5e6919cd2f54,Male,60,In 12 months,In 12 months,Today,,,,Today,In 12 months,,,,,,,,,,,,,,,,,,,,,,,,85,Within the past year,No,63,23,90,Yes,28,,,,No: one is dead,Father,>90,20,90,,,,,"No, all four are dead.",Grandmother 1,76,0,0,Grandmother 2,>90,76,71,Grandfather 1,77,79,34,Grandfather 2,78,33,42,Very rarely,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,"£30,000 - £39,999",2,Strongly agree,No,4,5f2bd3110f4c5e6919cd2f54,,
2020-12-30 20:07:15,2020-12-30 20:13:58,IP Address,31.49.105.234,100,402,True,2020-12-30 20:13:58,R_1Gv4riHIgzIayj9,,,,,51.57879638671875,-0.123504638671875,anonymous,EN-GB,"Yes, I consent to participate.",5caef85b50fb5500114deb46,Female,71,Today,,,,,,,,,,,,,,,,Today,Today,,,,Today,Today,,,,,,,,,70,Within the past year,No,90,100,80,Yes,19,No,,,No: both are dead,Mother,78,83,90,Father,78,69,65,"No, all four are dead.",Grandmother 1,62,5,100,Grandfather 1,86,38,70,Grandmother 1,89,19,30,Grandfather 2,65,27,0,Frequently,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,"£50,000 - £59,999",2,Strongly agree,No,4,5caef85b50fb5500114deb46,,
2020-12-30 19:56:45,2020-12-30 20:14:05,IP Address,86.171.202.122,100,1040,True,2020-12-30 20:14:06,R_22K9t8i1glwsAl0,,,,,53.5023956298828125,-2.52239990234375,anonymous,EN-GB,"Yes, I consent to participate.",5d1f6b7f326dca00197adb1f,Female,74,In 12 months,In 12 months,In 12 months,In 12 months,Today,,,,,,,,,,,,,,,,,,,,,,,,,,,100,Within the past year,No,80,60,65,Yes,19,Yes,2,,No: both are dead,Father,63,65,80,Mother,73,65,100,"No, all four are dead.",Grandmother 1,72,50,100,Grandfather 1,33,0,0,Grandmother 2,60,0,0,Grandfather 2,60,50,0,Occasionally,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,"£10,000 - £15,999",3,Strongly agree,No,4,5d1f6b7f326dca00197adb1f,,
2020-12-30 20:07:08,2020-12-30 20:14:11,IP Address,82.4.158.2,100,423,True,2020-12-30 20:14:12,R_yJ6m472B87AybLj,,,,,54.640106201171875,-1.2335968017578125,anonymous,EN-GB,"Yes, I consent to participate.",5c27c724867f660001ae6785,Female,60,In 12 months,In 12 months,In 12 months,Today,,Today,,,,,,,,,,,,,,,,,,,,,,,,,,75,Within the past year,No,50,30,70,Yes,20,No,,,Yes,,,,,,,,,"No, all four are dead.",Grandmother 1,43,3,0,Grandmother 2,72,72,90,Grandfather 1,74,75,7,Grandfather 2,75,88,6,Occasionally,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,"£30,000 - £39,999",2,Strongly agree,No,4,5c27c724867f660001ae6785,,
2020-12-30 20:03:07,2020-12-30 20:14:18,IP Address,81.151.57.232,100,671,True,2020-12-30 20:14:18,R_3nJGFVZAZKqQFFF,,,,,50.22430419921875,-5.25860595703125,anonymous,EN-GB,"Yes, I consent to participate.",5be1c6db93cab6000123baf9,Male,65,Today,,,,,,,,,,,,,,,,In 12 months,,,,,,,,Today,,,,Today,,In 12 months,82,Within the last 2 years,No,59,29,68,Yes,29,,,,No: both are dead,Father,52,71,80,Mother,72,84,64,"No, all four are dead.",Grandfather 1,85,50,70,Grandmother 1,81,43,62,Grandfather 2,74,46,67,Grandmother 2,81,33,56,Frequently,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,"£10,000 - £15,999",2,Strongly agree,No,4,5be1c6db93cab6000123baf9,,
2020-12-30 20:01:42,2020-12-30 20:14:24,IP Address,90.203.118.139,100,762,True,2020-12-30 20:14:25,R_337QTC9FLXiHQKI,,,,,53.567596435546875,-1.5839996337890625,anonymous,EN-GB,"Yes, I consent to participate.",5e4c511d056b9c0ad9b6fd24,Female,63,In 12 months,Today,,,,,,,,In 12 months,In 12 months,Today,,,,,,,,,,,,,,,,,,,,60,Within the last 2 years,No,60,40,60,Yes,22,Yes,2,,No: both are dead,Father,>90,5,100,Mother,87,1,100,"No, all four are dead.",Grandfather 1,78,30,100,Grandfather 2,72,70,60,Grandmother 1,90,7,80,Grandmother 2,82,5,55,Frequently,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,"£30,000 - £39,999",2,Strongly agree,No,9,5e4c511d056b9c0ad9b6fd24,,
2020-12-30 20:03:36,2020-12-30 20:14:31,IP Address,94.7.240.152,100,655,True,2020-12-30 20:14:31,R_1onKwdvrRdZlRF8,,,,,52.6251983642578125,1.2223968505859375,anonymous,EN-GB,"Yes, I consent to participate.",5f26d00374d76d00087c2b01,Female,59,In 12 months,In 12 months,Today,,,,Today,Today,,,,,,,,,,,,,,,,,,,,,,,,81,Within the last 5 years,No,50,0,92,Yes,33,Yes,8,,Yes,,,,,,,,,"No, all four are dead.",Grandfather 1,46,92,0,Grandmother 1,83,61,82,Grandfather 2,84,33,81,Grandmother 2,>90,9,97,Frequently,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,"£30,000 - £39,999",2,Strongly agree,No,4,5f26d00374d76d00087c2b01,,
2020-12-30 20:08:10,2020-12-30 20:14:39,IP Address,91.125.195.75,100,388,True,2020-12-30 20:14:39,R_1k2mcf5RT8z0tS1,,,,,51.3878021240234375,-0.29449462890625,anonymous,EN-GB,"Yes, I consent to participate.",597b92f0a33b0d0001fd3d90,Female,65,In 12 months,In 12 months,Today,,,,Today,Today,,,,,,,,,,,,,,,,,,,,,,,,99,Within the past year,No,98,80,71,No,,,,25,No: both are dead,Father,89,0,90,Mother,89,10,98,"No, all four are dead.",Grandmother 1,50,61,50,Grandfather 1,44,0,0,Grandmother 2,85,10,99,Grandfather 2,70,50,69,Occasionally,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,"£75,000 - £99,999",2,Strongly agree,No,10,597b92f0a33b0d0001fd3d90,,
2020-12-30 20:05:59,2020-12-30 20:15:26,IP Address,86.141.163.141,100,566,True,2020-12-30 20:15:26,R_3QDeX9UOQZnmwF8,,,,,53.6537017822265625,-1.720794677734375,anonymous,EN-GB,"Yes, I consent to participate.",5cb6f38ffdc7fa0013f809a3,Male,64,In 12 months,In 12 months,In 12 months,Today,,In 12 months,,,,,,,,,,,,,,,,,,,,,,,,,,65,Within the last 5 years,No,80,40,95,Yes,32,,,,No: one is dead,Mother,66,5,92,,,,,"No, all four are dead.",Grandmother 1,66,9,87,Grandfather 1,72,25,5,Grandmother 2,78,30,10,Grandfather 2,81,91,85,Occasionally,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,"£40,000 - £49,999",2,Strongly agree,No,10,5cb6f38ffdc7fa0013f809a3,,
2020-12-30 20:06:51,2020-12-30 20:15:45,IP Address,82.24.73.190,100,534,True,2020-12-30 20:15:45,R_qKDuhFs4DKFxf2N,,,,,51.1410064697265625,0.8238067626953125,anonymous,EN-GB,"Yes, I consent to participate.",5fc3849ea684f631e16d2b64,Male,75,In 12 months,In 12 months,In 12 months,In 12 months,In 12 months,,,,,,,,,,,,,,,,,,,,,,,,,,,92,Within the past year,No,92,86,100,No,,,,28,No: both are dead,Mother,>90,10,82,Father,73,0,82,"No, all four are dead.",Grandmother 1,30,0,0,Grandfather 1,22,0,0,Grandmother 2,Don't know,0,0,Grandfather 2,Don't know,0,0,Very rarely,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,"£40,000 - £49,999",1,Strongly agree,No,4,5fc3849ea684f631e16d2b64,,
2020-12-30 19:57:54,2020-12-30 20:16:12,IP Address,90.249.142.172,100,1097,True,2020-12-30 20:16:12,R_3qE6ll9WoDvyo7F,,,,,53.8531036376953125,-2.2129974365234375,anonymous,EN-GB,"Yes, I consent to participate.",5e3891a0ffe78b000a8a4124,Male,52,In 12 months,In 12 months,In 12 months,In 12 months,Today,,,,,,,,,,,,,,,,,,,,,,,,,,,81,Within the past year,No,82,60,81,No,,,,40,No: one is dead,Father,73,40,82,,,,,"No, all four are dead.",Grandfather 2,67,72,61,Grandmother 1,80,76,70,Grandfather 1,80,70,50,Grandmother 2,80,72,53,Occasionally,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,"£20,000 - £29,999",2,Strongly agree,No,4,5e3891a0ffe78b000a8a4124,,
2020-12-30 20:07:39,2020-12-30 20:16:12,IP Address,94.9.135.97,100,513,True,2020-12-30 20:16:12,R_2rA9x5n4ye5Lw4z,,,,,50.4188995361328125,-4.064697265625,anonymous,EN-GB,"Yes, I consent to participate.",5f1d476fe89111648aa22948,Female,60,Today,,,,,,,,,,,,,,,,In 12 months,,,,,,,,Today,,,,Today,,In 12 months,82,Within the last 5 years,No,30,0,71,Yes,31,Yes,4,,Yes,,,,,,,,,"No, all four are dead.",Grandfather 2,72,60,40,Grandfather 1,65,71,81,Grandmother 2,80,50,60,Grandmother 1,75,29,100,Very frequently,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,"£16,000 - £19,999",2,Strongly agree,No,10,5f1d476fe89111648aa22948,,
2020-12-30 20:12:18,2020-12-30 20:16:13,IP Address,80.194.229.198,100,234,True,2020-12-30 20:16:13,R_qWMEPkCPEgp3D7H,,,,,52.55889892578125,-2.1448974609375,anonymous,EN-GB,"Yes, I consent to participate.",5f8ee45ee07e640a1a96f3e9,Male,61,In 12 months,Today,,,,,,,,In 12 months,In 12 months,Today,,,,,,,,,,,,,,,,,,,,80,Within the past year,No,60,36,90,Yes,28,,,,No: both are dead,Father,23,36,61,Mother,31,40,80,"No, all four are dead.",Grandmother 1,<20,50,8,Grandmother 2,<20,50,0,Grandfather 1,<20,50,0,Grandfather 2,<20,50,0,Occasionally,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,"£100,000 - £149,999",3,Strongly agree,No,9,5f8ee45ee07e640a1a96f3e9,,
2020-12-30 20:05:53,2020-12-30 20:16:13,IP Address,2.24.167.32,100,619,True,2020-12-30 20:16:13,R_2zAvqo2mKyL2XHw,,,,,51.5507049560546875,-0.09979248046875,anonymous,EN-GB,"Yes, I consent to participate.",5c50c17da7761b00014a17d5,Female,62,Today,,,,,,,,,,,,,,,,Today,In 12 months,In 12 months,,Today,,,,,,,,,,,76,Within the last 3 years,No,65,85,98,No,,,,25,No: one is dead,Father,75,25,60,,,,,"No, all four are dead.",Grandmother 1,55,10,2,Grandfather 1,64,15,0,Grandfather 2,68,25,56,Grandmother 2,72,25,19,Frequently,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,"£10,000 - £15,999",1,Strongly agree,No,4,5c50c17da7761b00014a17d5,,
2020-12-30 20:06:11,2020-12-30 20:16:19,IP Address,84.70.254.13,100,608,True,2020-12-30 20:16:20,R_3k7bV8FRKd5gSyN,,,,,53.4174041748046875,-2.91119384765625,anonymous,EN-GB,"Yes, I consent to participate.",5a0dbc9e9b760100013a7857,Male,65,Today,,,,,,,,,,,,,,,,Today,In 12 months,In 12 months,,Today,,,,,,,,,,,75,Within the past year,No,80,0,90,Yes,39,,,,No: both are dead,Father,59,25,20,Mother,64,75,100,"No, all four are dead.",Grandmother 1,66,10,99,Grandfather 1,60,80,60,Grandmother 2,78,40,75,Grandfather 2,70,10,48,Very rarely,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,"£30,000 - £39,999",4,Strongly agree,No,4,5a0dbc9e9b760100013a7857,,
2020-12-30 20:10:05,2020-12-30 20:16:20,IP Address,2.26.220.81,100,374,True,2020-12-30 20:16:20,R_2aWxvrUEnpD6SJh,,,,,50.78509521484375,-1.0388946533203125,anonymous,EN-GB,"Yes, I consent to participate.",5dee10823d67774ac7a2aaec,Female,71,Today,,,,,,,,,,,,,,,,Today,Today,,,,Today,Today,,,,,,,,,92,Within the last 2 years,No,100,100,100,Yes,19,No,,,No: both are dead,Father,86,11,,Mother,62,98,100,"No, all four are dead.",Grandmother 1,58,100,0,Grandmother 2,88,7,83,Grandfather 1,45,9,11,Grandfather 2,88,9,71,Frequently,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,"£30,000 - £39,999",4,Strongly agree,No,4,5dee10823d67774ac7a2aaec,,
2020-12-30 20:10:18,2020-12-30 20:16:37,IP Address,92.2.9.217,100,379,True,2020-12-30 20:16:38,R_1Lng0DslZoVzmwR,,,,,51.5290985107421875,0.052703857421875,anonymous,EN-GB,"Yes, I consent to participate.",5f6421014e6f4119f6e16ec9,Female,49,In 12 months,In 12 months,Today,,,,Today,Today,,,,,,,,,,,,,,,,,,,,,,,,74,Within the past year,No,100,49,100,Yes,29,No,,,No: both are dead,Mother,54,100,100,Father,60,78,100,"No, two are dead.",Grandmother 1,81,0,0,Grandfather 1,86,0,100,,,,,,,,,Occasionally,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,"£40,000 - £49,999",3,Strongly agree,No,10,5f6421014e6f4119f6e16ec9,,
2020-12-30 19:56:13,2020-12-30 20:16:37,IP Address,5.68.24.192,100,1224,True,2020-12-30 20:16:38,R_3rNw7e4BEah4yzq,,,,,51.0941925048828125,0.9459075927734375,anonymous,EN-GB,"Yes, I consent to participate.",5a0262035d06850001aff235,Male,52,In 12 months,In 12 months,In 12 months,Today,,In 12 months,,,,,,,,,,,,,,,,,,,,,,,,,,20,Within the last 3 years,No,80,50,80,Yes,24,,,,No: one is dead,Mother,65,80,75,,,,,"No, all four are dead.",Grandmother 1,25,60,0,Grandfather 2,51,80,0,Grandfather 1,54,20,0,Grandmother 2,90,0,30,Frequently,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,"£10,000 - £15,999",6,Strongly agree,No,4,5a0262035d06850001aff235,,
2020-12-30 19:53:16,2020-12-30 20:17:24,IP Address,90.207.12.215,100,1448,True,2020-12-30 20:17:25,R_2qDeOtki79LNwyJ,,,,,51.5359954833984375,-0.092498779296875,anonymous,EN-GB,"Yes, I consent to participate.",5f941a4e85e1a920243408b9,Female,47,Today,,,,,,,,,,,,,,,,Today,Today,,,,Today,Today,,,,,,,,,78,Within the last 2 years,No,85,82,90,Yes,17,Yes,6,,Yes,,,,,,,,,"No, all four are dead.",Grandfather 1,65,59,100,Grandfather 2,77,29,92,Grandmother 1,50,9,0,Grandmother 2,Don't know,50,72,Occasionally,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,"£10,000 - £15,999",3,Strongly agree,No,4,5f941a4e85e1a920243408b9,,
2020-12-30 20:07:47,2020-12-30 20:17:25,IP Address,2.99.3.100,100,578,True,2020-12-30 20:17:26,R_3sXlaXk1iiDSu65,,,,,51.5319976806640625,0.0883941650390625,anonymous,EN-GB,"Yes, I consent to participate.",5991efc7b83f800001a5e431,Female,71,In 12 months,Today,,,,,,,,Today,,,,In 12 months,In 12 months,,,,,,,,,,,,,,,,,72,Within the last 2 years,No,82,41,90,Yes,32,Yes,6,,No: both are dead,Mother,>90,9,91,Father,83,9,92,"No, all four are dead.",Grandmother 1,67,39,60,Grandfather 1,75,40,71,Grandmother 2,Rather not say,41,0,Grandfather 2,Rather not say,40,0,Occasionally,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,"£10,000 - £15,999",1,Strongly agree,No,4,5991efc7b83f800001a5e431,,
2020-12-30 20:11:02,2020-12-30 20:17:54,IP Address,90.218.249.27,100,412,True,2020-12-30 20:17:54,R_uz7WNAw3KvEOaKl,,,,,51.5644989013671875,0.4573974609375,anonymous,EN-GB,"Yes, I consent to participate.",5f55f7a96ef59e9d38e499ae,Female,66,Today,,,,,,,,,,,,,,,,In 12 months,,,,,,,,In 12 months,In 12 months,In 12 months,,,,,100,Within the past year,No,100,83,92,Yes,22,No,,,No: both are dead,Mother,85,0,100,Father,>90,0,100,"No, all four are dead.",Grandmother 1,54,0,0,Grandfather 1,72,0,100,Grandmother 2,34,0,0,Grandfather 2,83,0,0,Occasionally,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,"£40,000 - £49,999",2,Strongly agree,No,10,5f55f7a96ef59e9d38e499ae,,
2020-12-30 20:11:22,2020-12-30 20:18:15,IP Address,176.252.125.145,100,412,True,2020-12-30 20:18:15,R_12RXEM03Mztp6gr,,,,,51.5554046630859375,0.6466064453125,anonymous,EN-GB,"Yes, I consent to participate.",5e7c94cc23469b0172ccdb3f,Female,41,Today,,,,,,,,,,,,,,,,Today,Today,,,,Today,Today,,,,,,,,,83,Within the last 5 years,No,64,45,67,Yes,32,No,,,Yes,,,,,,,,,"No, three are dead.",Grandfather 1,83,79,75,Grandfather 2,87,15,96,Grandmother 1,>90,21,94,,,,,Frequently,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,"£30,000 - £39,999",5,Strongly agree,No,4,5e7c94cc23469b0172ccdb3f,,
2020-12-30 20:04:16,2020-12-30 20:18:16,IP Address,82.23.140.183,100,839,True,2020-12-30 20:18:16,R_3j9irXrupHdH0bF,,,,,54.5579071044921875,-1.3280029296875,anonymous,EN-GB,"Yes, I consent to participate.",5e6ec0b3b0939647aa5cfd10,Female,63,Today,,,,,,,,,,,,,,,,In 12 months,,,,,,,,In 12 months,Today,,In 12 months,,,,6,10 years ago or more,No,9,0,0,Yes,32,Yes,8,,No: both are dead,Father,66,82,24,Mother,84,8,43,"No, all four are dead.",Grandmother 1,84,29,58,Grandfather 1,56,0,0,Grandmother 2,89,0,0,Grandfather 2,72,53,0,Very rarely,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,"£20,000 - £29,999",4,Strongly agree,No,4,5e6ec0b3b0939647aa5cfd10,,
2020-12-30 20:12:10,2020-12-30 20:18:22,IP Address,86.174.17.135,100,372,True,2020-12-30 20:18:23,R_31cGdowaALK3MaL,,,,,51.3592987060546875,-2.9232025146484375,anonymous,EN-GB,"Yes, I consent to participate.",5bc35154e7382100017cb9ef,Female,71,In 12 months,In 12 months,Today,,,,Today,Today,,,,,,,,,,,,,,,,,,,,,,,,81,Within the past year,No,70,75,92,Yes,28,Yes,13,,No: one is dead,Father,76,26,82,,,,,"No, all four are dead.",Grandmother 1,75,70,66,Grandmother 2,54,0,0,Grandfather 1,78,71,34,Grandfather 2,55,0,0,Occasionally,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,"£20,000 - £29,999",2,Strongly agree,No,4,5bc35154e7382100017cb9ef,,
2020-12-30 20:10:00,2020-12-30 20:18:30,IP Address,90.218.182.31,100,510,True,2020-12-30 20:18:31,R_3kbSgU7yrXrbbP5,,,,,55.8318939208984375,-4.4322052001953125,anonymous,EN-GB,"Yes, I consent to participate.",5eed11c3dea2cb12195f0c85,Female,59,Today,,,,,,,,,,,,,,,,Today,Today,,,,Today,Today,,,,,,,,,75,Within the last 10 years,No,53,73,76,Yes,34,Yes,1,,No: one is dead,Mother,80,13,100,,,,,"No, all four are dead.",Grandfather 1,45,82,0,Grandfather 1,57,16,0,Grandmother 2,58,68,1,Grandmother 2,78,89,100,Occasionally,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,"£20,000 - £29,999",3,Strongly agree,No,9,5eed11c3dea2cb12195f0c85,,
2020-12-30 20:12:10,2020-12-30 20:18:33,IP Address,88.104.201.180,100,382,True,2020-12-30 20:18:33,R_21mIh39vaP0La6J,,,,,52.98980712890625,-1.2819976806640625,anonymous,EN-GB,"Yes, I consent to participate.",5ec79cbd44972a1fceed2719,Male,60,In 12 months,In 12 months,In 12 months,Today,,Today,,,,,,,,,,,,,,,,,,,,,,,,,,63,Within the last 3 years,No,61,40,92,No,,,,26,No: one is dead,Mother,78,0,90,,,,,"No, all four are dead.",Grandmother 1,65,19,50,Grandfather 1,66,82,39,Grandmother 1,67,79,29,Grandfather 2,>90,92,61,Very rarely,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,"£10,000 - £15,999",2,Strongly agree,No,10,5ec79cbd44972a1fceed2719,,
2020-12-30 20:01:54,2020-12-30 20:19:00,IP Address,109.154.149.152,100,1026,True,2020-12-30 20:19:00,R_1ms0LK8nfLWmhq0,,,,,52.9976043701171875,-2.916107177734375,anonymous,EN-GB,"Yes, I consent to participate.",5f390b4807aaa2047109c9f1,Female,59,In 12 months,Today,,,,,,,,Today,,,,In 12 months,In 12 months,,,,,,,,,,,,,,,,,71,10 years ago or more,No,60,62,81,Yes,29,No,,,No: one is dead,Father,87,81,51,,,,,"No, all four are dead.",Grandfather 1,70,70,30,Grandmother 1,72,51,62,Grandfather 2,88,50,50,Grandmother 2,>90,50,50,Frequently,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,"£75,000 - £99,999",4,Strongly agree,No,4,5f390b4807aaa2047109c9f1,,
2020-12-30 20:12:37,2020-12-30 20:19:05,IP Address,212.69.53.55,100,388,True,2020-12-30 20:19:05,R_1gGgSeKCykev6j4,,,,,51.744903564453125,-0.198394775390625,anonymous,EN-GB,"Yes, I consent to participate.",58b74a11211f4500013aa629,Female,60,In 12 months,In 12 months,Today,,,,In 12 months,,Today,,,,,,,,,,,,,,,,,,,,,,,90,Don't know,No,80,92,70,No,,,,27,No: one is dead,Father,76,5,12,,,,,"No, all four are dead.",Grandfather 1,52,50,0,Grandmother 1,75,40,0,Grandfather 2,74,81,10,Grandmother 2,82,25,10,Frequently,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,"£20,000 - £29,999",1,Strongly agree,No,4,58b74a11211f4500013aa629,,
2020-12-30 20:13:31,2020-12-30 20:19:28,IP Address,91.110.172.154,100,357,True,2020-12-30 20:19:29,R_2U907j8wp4179X4,,,,,52.6923065185546875,-1.822601318359375,anonymous,EN-GB,"Yes, I consent to participate.",5bf4584fabf94600013a9fa1,Male,59,In 12 months,Today,,,,,,,,In 12 months,In 12 months,Today,,,,,,,,,,,,,,,,,,,,72,Within the past year,Yes,73,76,71,Yes,34,,,,No: one is dead,Father,79,70,90,,,,,"No, all four are dead.",Grandmother 1,81,56,46,Grandmother 2,>90,88,58,Grandfather 1,84,73,81,Grandfather 2,46,69,27,Occasionally,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,"£16,000 - £19,999",2,Strongly agree,Yes,4,5bf4584fabf94600013a9fa1,,
2020-12-30 20:15:38,2020-12-30 20:19:56,IP Address,2.29.16.48,100,257,True,2020-12-30 20:19:56,R_UuP3kQky73asAnL,,,,,53.2035064697265625,-3.03729248046875,anonymous,EN-GB,"Yes, I consent to participate.",5cd2ee8d66bd5c001747f52e,Male,69,Today,,,,,,,,,,,,,,,,Today,In 12 months,In 12 months,,In 12 months,,,,,,,,,,,92,Within the past year,No,0,0,92,Yes,27,,,,I was adopted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5cd2ee8d66bd5c001747f52e,,
2020-12-30 20:02:56,2020-12-30 20:20:02,IP Address,5.71.138.194,100,1025,True,2020-12-30 20:20:03,R_11ipTxacPK4WmC5,,,,,53.4777984619140625,-3.033294677734375,anonymous,EN-GB,"Yes, I consent to participate.",5ec39be059dafe01d81ffaf0,Male,63,In 12 months,Today,,,,,,,,In 12 months,In 12 months,Today,,,,,,,,,,,,,,,,,,,,83,Within the last 2 years,No,73,50,20,Yes,31,,,,No: both are dead,Father,74,40,100,Mother,79,50,100,"No, all four are dead.",Grandmother 1,50,100,0,Grandfather 1,68,9,8,Grandfather 2,72,19,89,Grandmother 2,78,51,93,Occasionally,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,"£40,000 - £49,999",3,Strongly agree,No,4,5ec39be059dafe01d81ffaf0,,
2020-12-30 20:10:06,2020-12-30 20:20:09,IP Address,194.75.7.142,100,603,True,2020-12-30 20:20:10,R_2RUrI8tubyfJMZx,,,,,53.5540924072265625,-1.1302032470703125,anonymous,EN-GB,"Yes, I consent to participate.",5987186acda44b00015db200,Female,63,Today,,,,,,,,,,,,,,,,In 12 months,,,,,,,,In 12 months,Today,,Today,,,,90,Within the past year,No,62,56,84,Yes,18,Yes,2,,No: one is dead,Father,76,68,84,,,,,"No, all four are dead.",Grandmother 1,70,63,81,Grandmother 2,40,50,0,Grandfather 1,30,0,0,Grandfather 2,25,0,0,Occasionally,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,"£10,000 - £15,999",2,Strongly agree,No,4,5987186acda44b00015db200,,
2020-12-30 20:10:56,2020-12-30 20:20:11,IP Address,151.231.144.218,100,555,True,2020-12-30 20:20:12,R_1SuovWXVjALVNMB,,,,,51.3249053955078125,-0.5680999755859375,anonymous,EN-GB,"Yes, I consent to participate.",5dee11c6d35cc34acae7c301,Male,65,In 12 months,In 12 months,Today,,,,In 12 months,,Today,,,,,,,,,,,,,,,,,,,,,,,70,Within the last 3 years,No,50,50,90,Yes,35,,,,No: both are dead,Mother,78,10,80,Father,>90,5,90,"No, all four are dead.",Grandfather 1,70,10,60,Grandmother 2,>90,5,85,Grandfather 1,45,5,0,Grandfather 2,>90,15,50,Rarely,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,"£30,000 - £39,999",2,Strongly agree,No,4,5dee11c6d35cc34acae7c301,,
